card_id,source,card_status,grade,raw_price,raw_currency,price,traded
CRD_0136A086A0EE4B56BD13,SCRYDEX_JP,GRADED,9,,,38412,2026-06-29
CRD_0136A086A0EE4B56BD13,SCRYDEX_JP,RAW,,7.0200,USD,10786,2026-06-29
CRD_014588FE8AC842E3A70E,SCRYDEX_EN,RAW,,24.7700,USD,37882,2026-06-05
CRD_014588FE8AC842E3A70E,SCRYDEX_JP,GRADED,10,,,583862,2026-06-29
CRD_014588FE8AC842E3A70E,SCRYDEX_JP,RAW,,323000.0000,KRW,323000,2026-06-29
CRD_0146657C0E674996969C,SCRYDEX_EN,RAW,,50.2100,USD,77147,2026-06-29
CRD_0146657C0E674996969C,SCRYDEX_JP,GRADED,10,,,809341,2026-06-29
CRD_0146657C0E674996969C,SCRYDEX_JP,GRADED,9,,,70571,2026-06-29
CRD_0146657C0E674996969C,SCRYDEX_JP,RAW,,59.9800,USD,92158,2026-06-29
CRD_0161FB6AE117410F872F,SCRYDEX_EN,RAW,,65.6200,USD,100824,2026-06-29
CRD_0161FB6AE117410F872F,SCRYDEX_JP,GRADED,10,,,1100289,2026-06-29
CRD_0161FB6AE117410F872F,SCRYDEX_JP,GRADED,9,,,175159,2026-06-29
CRD_0161FB6AE117410F872F,SCRYDEX_JP,RAW,,760000.0000,KRW,760000,2026-06-29
CRD_017439C155E14354863F,SCRYDEX_EN,RAW,,59.9500,USD,92112,2026-06-29
CRD_017439C155E14354863F,SCRYDEX_JP,GRADED,10,,,95523,2026-06-29
CRD_017439C155E14354863F,SCRYDEX_JP,GRADED,9,,,27580,2026-06-29
CRD_017439C155E14354863F,SCRYDEX_JP,RAW,,11.2600,USD,17301,2026-06-29
CRD_017C5386A8B64234B9C7,SCRYDEX_EN,RAW,,0.6500,USD,994,2026-06-05
CRD_017C5386A8B64234B9C7,SCRYDEX_JP,GRADED,10,,,57434,2026-06-29
CRD_017C5386A8B64234B9C7,SCRYDEX_JP,GRADED,9,,,13152,2026-06-29
CRD_017C5386A8B64234B9C7,SCRYDEX_JP,RAW,,1.0400,USD,1598,2026-06-29
CRD_018725C657AC494C8687,SCRYDEX_EN,RAW,,1.9800,USD,3028,2026-06-05
CRD_018725C657AC494C8687,SCRYDEX_JP,GRADED,10,,,27657,2026-06-29
CRD_018725C657AC494C8687,SCRYDEX_JP,GRADED,9,,,21511,2026-06-29
CRD_018725C657AC494C8687,SCRYDEX_JP,RAW,,2.9700,USD,4563,2026-06-29
CRD_01AD02026ECC4FEDBF4F,SCRYDEX_EN,RAW,,4.7900,USD,7326,2026-06-05
CRD_01AD02026ECC4FEDBF4F,SCRYDEX_JP,GRADED,10,,,110534,2026-06-29
CRD_01AD02026ECC4FEDBF4F,SCRYDEX_JP,GRADED,9,,,52916,2026-06-29
CRD_01AD02026ECC4FEDBF4F,SCRYDEX_JP,RAW,,12.2800,USD,18868,2026-06-29
CRD_01E1A15D9BF64FB3A102,SCRYDEX_EN,RAW,,2.8600,USD,4374,2026-06-05
CRD_01E1A15D9BF64FB3A102,SCRYDEX_JP,GRADED,10,,,49936,2026-06-29
CRD_01E1A15D9BF64FB3A102,SCRYDEX_JP,RAW,,1.8300,USD,2812,2026-06-29
CRD_01EBD72E8D2B4C3486D6,SCRYDEX_EN,RAW,,12.0700,USD,18545,2026-06-29
CRD_01EBD72E8D2B4C3486D6,SCRYDEX_JP,GRADED,10,,,38412,2026-06-29
CRD_01EBD72E8D2B4C3486D6,SCRYDEX_JP,RAW,,16.8500,USD,25890,2026-06-29
CRD_0212FE92DB3D42B3980A,SCRYDEX_EN,RAW,,8.9800,USD,13734,2026-06-05
CRD_0212FE92DB3D42B3980A,SCRYDEX_JP,GRADED,10,,,52179,2026-06-29
CRD_0212FE92DB3D42B3980A,SCRYDEX_JP,GRADED,9,,,60799,2026-06-29
CRD_0212FE92DB3D42B3980A,SCRYDEX_JP,RAW,,4.4300,USD,6807,2026-06-29
CRD_0236FAB9C7144005ABC7,SCRYDEX_EN,RAW,,0.9300,USD,1422,2026-06-05
CRD_0236FAB9C7144005ABC7,SCRYDEX_JP,GRADED,10,,,23247,2026-06-29
CRD_0236FAB9C7144005ABC7,SCRYDEX_JP,GRADED,9,,,20681,2026-06-29
CRD_0236FAB9C7144005ABC7,SCRYDEX_JP,RAW,,1.2900,USD,1982,2026-06-29
CRD_023DB72F38FC4C87B95B,SCRYDEX_EN,RAW,,549.7900,USD,844741,2026-06-29
CRD_023DB72F38FC4C87B95B,SCRYDEX_JP,GRADED,10,,,447008,2026-06-29
CRD_023DB72F38FC4C87B95B,SCRYDEX_JP,GRADED,9,,,226231,2026-06-29
CRD_023DB72F38FC4C87B95B,SCRYDEX_JP,RAW,,182.6900,USD,280700,2026-06-29
CRD_0240A6FE69024ADCAB57,SCRYDEX_EN,RAW,,9.9700,USD,15319,2026-06-29
CRD_0240A6FE69024ADCAB57,SCRYDEX_JP,GRADED,10,,,72261,2026-06-29
CRD_0240A6FE69024ADCAB57,SCRYDEX_JP,RAW,,11.6700,USD,17931,2026-06-29
CRD_0247DE71AB2140BEBBF8,SCRYDEX_EN,RAW,,3.4300,USD,5246,2026-06-05
CRD_0247DE71AB2140BEBBF8,SCRYDEX_JP,GRADED,10,,,62734,2026-06-29
CRD_0247DE71AB2140BEBBF8,SCRYDEX_JP,GRADED,9,,,14981,2026-06-29
CRD_0247DE71AB2140BEBBF8,SCRYDEX_JP,RAW,,2.3500,USD,3611,2026-06-29
CRD_0250ADD17A674DED8424,SCRYDEX_EN,RAW,,3.2000,USD,4917,2026-06-29
CRD_0250ADD17A674DED8424,SCRYDEX_JP,GRADED,10,,,59416,2026-06-29
CRD_0250ADD17A674DED8424,SCRYDEX_JP,RAW,,1.0500,USD,1613,2026-06-29
CRD_02610BA308E64C70A526,SCRYDEX_EN,RAW,,4.2300,USD,6469,2026-06-05
CRD_02610BA308E64C70A526,SCRYDEX_JP,GRADED,10,,,57695,2026-06-29
CRD_02610BA308E64C70A526,SCRYDEX_JP,GRADED,9,,,21311,2026-06-29
CRD_02610BA308E64C70A526,SCRYDEX_JP,RAW,,2.2500,USD,3457,2026-06-29
CRD_027EB7AC44174C879264,SCRYDEX_EN,RAW,,1.1400,USD,1743,2026-06-05
CRD_027EB7AC44174C879264,SCRYDEX_JP,GRADED,10,,,28686,2026-06-29
CRD_027EB7AC44174C879264,SCRYDEX_JP,GRADED,9,,,25536,2026-06-29
CRD_027EB7AC44174C879264,SCRYDEX_JP,RAW,,1.6700,USD,2566,2026-06-29
CRD_029907DF1DDC4963B94E,SCRYDEX_EN,RAW,,16.7100,USD,25675,2026-06-29
CRD_029907DF1DDC4963B94E,SCRYDEX_JP,GRADED,10,,,80250,2026-06-29
CRD_029907DF1DDC4963B94E,SCRYDEX_JP,GRADED,9,,,23800,2026-06-29
CRD_029907DF1DDC4963B94E,SCRYDEX_JP,RAW,,7.4100,USD,11385,2026-06-29
CRD_02A04C78DFA5C2D39430,SCRYDEX_JP,GRADED,10,,,58571,2026-06-29
CRD_02A04C78DFA5C2D39430,SCRYDEX_JP,GRADED,9,,,14105,2026-06-29
CRD_02A04C78DFA5C2D39430,SCRYDEX_JP,RAW,,2.0700,USD,3181,2026-06-29
CRD_02A3EEACB0F74D7F97B6,SCRYDEX_EN,RAW,,0.9500,USD,1453,2026-06-05
CRD_02A3EEACB0F74D7F97B6,SCRYDEX_JP,GRADED,10,,,38351,2026-06-29
CRD_02A3EEACB0F74D7F97B6,SCRYDEX_JP,GRADED,9,,,12445,2026-06-29
CRD_02A3EEACB0F74D7F97B6,SCRYDEX_JP,RAW,,0.8400,USD,1291,2026-06-29
CRD_02BB3BE76CE644A993D6,SCRYDEX_EN,RAW,,3.2200,USD,4925,2026-06-05
CRD_02BB3BE76CE644A993D6,SCRYDEX_JP,GRADED,10,,,38904,2026-06-29
CRD_02BB3BE76CE644A993D6,SCRYDEX_JP,GRADED,9,,,18883,2026-06-29
CRD_02BB3BE76CE644A993D6,SCRYDEX_JP,RAW,,4.6200,USD,7099,2026-06-29
CRD_02C67022C498491C944C,SCRYDEX_EN,RAW,,221.1400,USD,339777,2026-06-29
CRD_02C67022C498491C944C,SCRYDEX_JP,GRADED,10,,,481210,2026-06-29
CRD_02C67022C498491C944C,SCRYDEX_JP,GRADED,9,,,197853,2026-06-29
CRD_02C67022C498491C944C,SCRYDEX_JP,RAW,,72.3000,USD,111088,2026-06-29
CRD_02C8FFC4897D4C2288DF,SCRYDEX_EN,RAW,,13.5400,USD,20708,2026-06-05
CRD_02C8FFC4897D4C2288DF,SCRYDEX_JP,GRADED,10,,,84153,2026-06-29
CRD_02C8FFC4897D4C2288DF,SCRYDEX_JP,GRADED,9,,,37966,2026-06-29
CRD_02C8FFC4897D4C2288DF,SCRYDEX_JP,RAW,,4.5800,USD,7037,2026-06-29
CRD_02EF6DD76D804F69A99C,SCRYDEX_EN,RAW,,0.9100,USD,1392,2026-06-05
CRD_02EF6DD76D804F69A99C,SCRYDEX_JP,GRADED,10,,,38596,2026-06-29
CRD_02EF6DD76D804F69A99C,SCRYDEX_JP,GRADED,9,,,15396,2026-06-29
CRD_02EF6DD76D804F69A99C,SCRYDEX_JP,RAW,,1.2800,USD,1967,2026-06-29
CRD_02F5CFB869144C589BF7,SCRYDEX_EN,RAW,,5.4400,USD,8320,2026-06-05
CRD_02F5CFB869144C589BF7,SCRYDEX_JP,GRADED,10,,,50458,2026-06-29
CRD_02F5CFB869144C589BF7,SCRYDEX_JP,RAW,,33250.0000,KRW,33250,2026-06-29
CRD_02FBE86D930D4D10A90C,SCRYDEX_EN,RAW,,0.9400,USD,1438,2026-06-05
CRD_02FBE86D930D4D10A90C,SCRYDEX_JP,GRADED,10,,,52609,2026-06-29
CRD_02FBE86D930D4D10A90C,SCRYDEX_JP,GRADED,9,,,13828,2026-06-29
CRD_02FBE86D930D4D10A90C,SCRYDEX_JP,RAW,,0.5000,USD,768,2026-06-29
CRD_031003EE522945D8A175,SCRYDEX_EN,RAW,,7.3400,USD,11328,2026-06-24
CRD_031003EE522945D8A175,SCRYDEX_JP,RAW,,2.9300,USD,4502,2026-06-29
CRD_0320E0D5056F4FBDB33A,SCRYDEX_EN,RAW,,217.9200,USD,334830,2026-06-29
CRD_0320E0D5056F4FBDB33A,SCRYDEX_JP,GRADED,10,,,216060,2026-06-29
CRD_0320E0D5056F4FBDB33A,SCRYDEX_JP,GRADED,9,,,88824,2026-06-29
CRD_0320E0D5056F4FBDB33A,SCRYDEX_JP,RAW,,77.3000,USD,118770,2026-06-29
CRD_0323B3DF18D24127932E,SCRYDEX_EN,RAW,,7.0500,USD,10782,2026-06-05
CRD_0323B3DF18D24127932E,SCRYDEX_JP,GRADED,10,,,74642,2026-06-28
CRD_0323B3DF18D24127932E,SCRYDEX_JP,GRADED,9,,,25613,2026-06-28
CRD_0323B3DF18D24127932E,SCRYDEX_JP,RAW,,3.5900,USD,5516,2026-06-28
CRD_032F065F3B1D42379FF6,SCRYDEX_EN,RAW,,13.6500,USD,20973,2026-06-29
CRD_032F065F3B1D42379FF6,SCRYDEX_JP,GRADED,10,,,68942,2026-06-29
CRD_032F065F3B1D42379FF6,SCRYDEX_JP,GRADED,9,,,25936,2026-06-29
CRD_032F065F3B1D42379FF6,SCRYDEX_JP,RAW,,2.8500,USD,4379,2026-06-29
CRD_034271D298BA46158444,SCRYDEX_EN,RAW,,3.0200,USD,4619,2026-06-05
CRD_034271D298BA46158444,SCRYDEX_JP,GRADED,10,,,56020,2026-06-29
CRD_034271D298BA46158444,SCRYDEX_JP,GRADED,9,,,22648,2026-06-29
CRD_034271D298BA46158444,SCRYDEX_JP,RAW,,1.7200,USD,2643,2026-06-29
CRD_0349CF2E05594460B06B,SCRYDEX_EN,RAW,,18.4300,USD,28186,2026-06-05
CRD_0349CF2E05594460B06B,SCRYDEX_JP,GRADED,10,,,202016,2026-06-29
CRD_0349CF2E05594460B06B,SCRYDEX_JP,GRADED,9,,,38397,2026-06-29
CRD_0349CF2E05594460B06B,SCRYDEX_JP,RAW,,10.0000,USD,15365,2026-06-29
CRD_035B0C7E2A9E47CA878C,SCRYDEX_EN,RAW,,5.2900,USD,8090,2026-06-05
CRD_03969BCA263B42ACB41A,SCRYDEX_EN,RAW,,15.0000,USD,23047,2026-06-29
CRD_03969BCA263B42ACB41A,SCRYDEX_JP,GRADED,10,,,72353,2026-06-29
CRD_03969BCA263B42ACB41A,SCRYDEX_JP,GRADED,9,,,34202,2026-06-29
CRD_03969BCA263B42ACB41A,SCRYDEX_JP,RAW,,7.9400,USD,12200,2026-06-29
CRD_03D070826E284B2A9384,SCRYDEX_EN,RAW,,12.9300,USD,19867,2026-06-29
CRD_03D070826E284B2A9384,SCRYDEX_JP,GRADED,10,,,55067,2026-06-29
CRD_03D070826E284B2A9384,SCRYDEX_JP,GRADED,9,,,35231,2026-06-29
CRD_03D070826E284B2A9384,SCRYDEX_JP,RAW,,5.2400,USD,8051,2026-06-29
CRD_0400517F2E89441EAC81,SCRYDEX_EN,RAW,,161.3000,USD,247834,2026-06-29
CRD_0400517F2E89441EAC81,SCRYDEX_JP,GRADED,10,,,390758,2026-06-29
CRD_0400517F2E89441EAC81,SCRYDEX_JP,GRADED,9,,,221806,2026-06-29
CRD_0400517F2E89441EAC81,SCRYDEX_JP,RAW,,154.0500,USD,236695,2026-06-29
CRD_0421FACBD6704E71B2CE,SCRYDEX_EN,RAW,,9.7300,USD,14950,2026-06-29
CRD_0421FACBD6704E71B2CE,SCRYDEX_JP,GRADED,10,,,221115,2026-06-29
CRD_0421FACBD6704E71B2CE,SCRYDEX_JP,GRADED,9,,,32266,2026-06-29
CRD_0421FACBD6704E71B2CE,SCRYDEX_JP,RAW,,9.5000,USD,14597,2026-06-29
CRD_0422D05B3FF54A3F9FB8,SCRYDEX_EN,RAW,,17.4100,USD,26750,2026-06-29
CRD_0422D05B3FF54A3F9FB8,SCRYDEX_JP,GRADED,10,,,270666,2026-06-29
CRD_0422D05B3FF54A3F9FB8,SCRYDEX_JP,GRADED,9,,,66115,2026-06-29
CRD_0422D05B3FF54A3F9FB8,SCRYDEX_JP,RAW,,32.9000,USD,50550,2026-06-29
CRD_042BA07087FB420BABAE,SCRYDEX_EN,RAW,,0.7500,USD,1147,2026-06-05
CRD_042BA07087FB420BABAE,SCRYDEX_JP,GRADED,10,,,30576,2026-06-29
CRD_042BA07087FB420BABAE,SCRYDEX_JP,RAW,,0.3300,USD,507,2026-06-29
CRD_042E784E8ED640CF929D,SCRYDEX_EN,RAW,,15.4300,USD,23708,2026-06-29
CRD_042E784E8ED640CF929D,SCRYDEX_JP,GRADED,10,,,94785,2026-06-29
CRD_042E784E8ED640CF929D,SCRYDEX_JP,RAW,,9.9900,USD,15349,2026-06-29
CRD_047131CE3AB3482C8F7F,SCRYDEX_EN,RAW,,6.7300,USD,10293,2026-06-05
CRD_047131CE3AB3482C8F7F,SCRYDEX_JP,GRADED,10,,,56435,2026-06-29
CRD_047131CE3AB3482C8F7F,SCRYDEX_JP,GRADED,9,,,34156,2026-06-29
CRD_047131CE3AB3482C8F7F,SCRYDEX_JP,RAW,,3.9300,USD,6038,2026-06-29
CRD_04AF7F36245442EBBCF9,SCRYDEX_EN,RAW,,0.9800,USD,1499,2026-06-05
CRD_04C479651A454FB3A8D3,SCRYDEX_EN,RAW,,2.1900,USD,3349,2026-06-05
CRD_04C479651A454FB3A8D3,SCRYDEX_JP,GRADED,10,,,98965,2026-06-29
CRD_04C479651A454FB3A8D3,SCRYDEX_JP,GRADED,9,,,39979,2026-06-29
CRD_04C479651A454FB3A8D3,SCRYDEX_JP,RAW,,0.6400,USD,983,2026-06-29
CRD_04E476A38A5347C9B184,SCRYDEX_EN,RAW,,4.6500,USD,7112,2026-06-05
CRD_04E476A38A5347C9B184,SCRYDEX_JP,GRADED,10,,,59585,2026-06-29
CRD_04E476A38A5347C9B184,SCRYDEX_JP,GRADED,9,,,31805,2026-06-29
CRD_04E476A38A5347C9B184,SCRYDEX_JP,RAW,,2.7800,USD,4271,2026-06-29
CRD_04E7F61A130E41B8AE30,SCRYDEX_EN,RAW,,10.0000,USD,15455,2026-06-08
CRD_04E7F61A130E41B8AE30,SCRYDEX_JP,GRADED,10,,,152557,2026-06-29
CRD_04E7F61A130E41B8AE30,SCRYDEX_JP,RAW,,5.9900,USD,9204,2026-06-29
CRD_04F21DB3B3794D47B1C9,SCRYDEX_EN,RAW,,2.4500,USD,3747,2026-06-05
CRD_04F21DB3B3794D47B1C9,SCRYDEX_JP,GRADED,10,,,84261,2026-06-29
CRD_0506892D3B1B40D3BBF2,SCRYDEX_EN,RAW,,30.5700,USD,46970,2026-06-29
CRD_0506892D3B1B40D3BBF2,SCRYDEX_JP,GRADED,10,,,75779,2026-06-29
CRD_0506892D3B1B40D3BBF2,SCRYDEX_JP,GRADED,9,,,26120,2026-06-29
CRD_0506892D3B1B40D3BBF2,SCRYDEX_JP,RAW,,8.5600,USD,13152,2026-06-29
CRD_05103ACFA2DD4C54AC51,SCRYDEX_EN,RAW,,7.5800,USD,11647,2026-06-29
CRD_05103ACFA2DD4C54AC51,SCRYDEX_JP,GRADED,10,,,69925,2026-06-29
CRD_05103ACFA2DD4C54AC51,SCRYDEX_JP,GRADED,9,,,38059,2026-06-29
CRD_05103ACFA2DD4C54AC51,SCRYDEX_JP,RAW,,3.3700,USD,5178,2026-06-29
CRD_0512DE9EF51D4BE39554,SCRYDEX_EN,RAW,,133.3600,USD,204905,2026-06-29
CRD_0512DE9EF51D4BE39554,SCRYDEX_JP,GRADED,10,,,98903,2026-06-29
CRD_0512DE9EF51D4BE39554,SCRYDEX_JP,GRADED,9,,,34448,2026-06-29
CRD_0512DE9EF51D4BE39554,SCRYDEX_JP,RAW,,21.6600,USD,33280,2026-06-29
CRD_05147F0295684127A3F6,SCRYDEX_EN,RAW,,17.3200,USD,26612,2026-06-29
CRD_05147F0295684127A3F6,SCRYDEX_JP,GRADED,10,,,47370,2026-06-29
CRD_05147F0295684127A3F6,SCRYDEX_JP,GRADED,9,,,24538,2026-06-29
CRD_05147F0295684127A3F6,SCRYDEX_JP,RAW,,3.3100,USD,5086,2026-06-29
CRD_053F45EBABE44DD09C9B,SCRYDEX_EN,RAW,,426.7900,USD,655754,2026-06-29
CRD_053F45EBABE44DD09C9B,SCRYDEX_JP,GRADED,10,,,560493,2026-06-29
CRD_053F45EBABE44DD09C9B,SCRYDEX_JP,GRADED,9,,,310000,2026-06-29
CRD_053F45EBABE44DD09C9B,SCRYDEX_JP,RAW,,178.0400,USD,273555,2026-06-29
CRD_0542ACBB4B534F2A8089,SCRYDEX_EN,RAW,,3.5700,USD,5460,2026-06-05
CRD_0542ACBB4B534F2A8089,SCRYDEX_JP,GRADED,10,,,53393,2026-06-29
CRD_0542ACBB4B534F2A8089,SCRYDEX_JP,RAW,,1.9100,USD,2935,2026-06-29
CRD_0548814E2096488481FF,SCRYDEX_EN,RAW,,3.3100,USD,5062,2026-06-05
CRD_0548814E2096488481FF,SCRYDEX_JP,GRADED,10,,,24968,2026-06-29
CRD_0548814E2096488481FF,SCRYDEX_JP,GRADED,9,,,15580,2026-06-29
CRD_0548814E2096488481FF,SCRYDEX_JP,RAW,,4.4200,USD,6791,2026-06-29
CRD_054B8B1A8D90438899B1,SCRYDEX_EN,RAW,,37.8800,USD,57933,2026-06-05
CRD_054B8B1A8D90438899B1,SCRYDEX_JP,GRADED,10,,,505548,2026-06-29
CRD_054B8B1A8D90438899B1,SCRYDEX_JP,GRADED,9,,,161899,2026-06-29
CRD_054B8B1A8D90438899B1,SCRYDEX_JP,RAW,,152000.0000,KRW,152000,2026-06-29
CRD_05613B885FD5443C8BC8,SCRYDEX_EN,RAW,,20.9800,USD,32235,2026-06-29
CRD_05613B885FD5443C8BC8,SCRYDEX_JP,GRADED,10,,,54745,2026-06-29
CRD_05613B885FD5443C8BC8,SCRYDEX_JP,GRADED,9,,,14412,2026-06-29
CRD_05613B885FD5443C8BC8,SCRYDEX_JP,RAW,,5.3500,USD,8220,2026-06-29
CRD_0596431CCC63469EA0C3,SCRYDEX_EN,RAW,,52.0500,USD,79974,2026-06-29
CRD_0596431CCC63469EA0C3,SCRYDEX_JP,GRADED,10,,,1003076,2026-06-29
CRD_0596431CCC63469EA0C3,SCRYDEX_JP,GRADED,9,,,277749,2026-06-29
CRD_0596431CCC63469EA0C3,SCRYDEX_JP,RAW,,665000.0000,KRW,665000,2026-06-29
CRD_059BC58882F1444791AD,SCRYDEX_EN,RAW,,119.0400,USD,182903,2026-06-29
CRD_059BC58882F1444791AD,SCRYDEX_JP,GRADED,10,,,336750,2026-06-29
CRD_059BC58882F1444791AD,SCRYDEX_JP,GRADED,9,,,104496,2026-06-29
CRD_059BC58882F1444791AD,SCRYDEX_JP,RAW,,39.1500,USD,60153,2026-06-29
CRD_05A7C02B26DC4C7B8CDE,SCRYDEX_EN,RAW,,12.5500,USD,19194,2026-06-05
CRD_05A7C02B26DC4C7B8CDE,SCRYDEX_JP,GRADED,10,,,91374,2026-06-29
CRD_05A7C02B26DC4C7B8CDE,SCRYDEX_JP,GRADED,9,,,46356,2026-06-29
CRD_05A7C02B26DC4C7B8CDE,SCRYDEX_JP,RAW,,5.8500,USD,8988,2026-06-29
CRD_05B09E19DF994717ADC4,SCRYDEX_EN,RAW,,7.4600,USD,11409,2026-06-05
CRD_05B09E19DF994717ADC4,SCRYDEX_JP,GRADED,10,,,64379,2026-06-29
CRD_05B09E19DF994717ADC4,SCRYDEX_JP,GRADED,9,,,45895,2026-06-29
CRD_05B09E19DF994717ADC4,SCRYDEX_JP,RAW,,10.0000,USD,15365,2026-06-29
CRD_05BEE743A1F84904ADE4,SCRYDEX_EN,RAW,,11.8900,USD,18269,2026-06-29
CRD_05BEE743A1F84904ADE4,SCRYDEX_JP,GRADED,10,,,64332,2026-06-29
CRD_05BEE743A1F84904ADE4,SCRYDEX_JP,GRADED,9,,,13413,2026-06-29
CRD_05BEE743A1F84904ADE4,SCRYDEX_JP,RAW,,2.4800,USD,3810,2026-06-29
CRD_05D7F2E3587346D5BC44,SCRYDEX_EN,RAW,,4.4000,USD,6729,2026-06-05
CRD_05D7F2E3587346D5BC44,SCRYDEX_JP,GRADED,10,,,53147,2026-06-29
CRD_05D7F2E3587346D5BC44,SCRYDEX_JP,RAW,,4.2200,USD,6484,2026-06-29
