CRD_B05ED192EA914D9893FB|HR|10417.0000|KRW|10417|66.4100|USD|101565|EN|0.089600|EN|9029|9026|EN|0.089600
CRD_DECDD9969EB941668D1B|RR|3.9500|USD|5992|3.3800|USD|5169|JP|0.334700|JP|2006|2043|JP|0.340900
CRD_D5E768346B67472EBC09|SAR|17.0500|USD|25864|16.5000|USD|25030|JP|0.364600|JP|9433|9544|JP|0.369000
CRD_8B8752AF245546B9B4E2|CHR|22.9800|USD|34860|19.8900|USD|30178|JP|0.967600|JP|33739|33731|JP|0.967600
CRD_FC1BC821D02D4F06BD47|RR|17.0100|USD|25804|40.6800|USD|61710|EN|0.181300|EN|11175|11052|EN|0.179100
CRD_7F48960BD5604694BAD3|SR|29357.0000|KRW|29357|48.5700|USD|73679|EN|0.168000|EN|12358|12378|EN|0.168000
CRD_D55D68F136FE4493B753|HR|5.4600|USD|8283|5.6900|USD|8702|JP|0.432300|JP|3582|3581|JP|0.432300
CRD_F2B5F8F16749426C855A|SAR|12.8200|USD|19448|24.2200|USD|36741|JP|0.364600|JP|7021|7176|JP|0.369000
CRD_A2809ACDAA524CC6B457|HR|41.3500|USD|62727|12.2000|USD|18507|EN|0.357800|EN|6716|6622|EN|0.357800
CRD_E81BE663681D40F082FC|PR|643960.0000|KRW|643960|58.6300|USD|88940|EN|0.328200|EN|28496|29190|EN|0.328200
CRD_41C4A6AF0C704C7CB5CF|SR|2.0000|USD|3034|21.4100|USD|32744|EN|0.134400|EN|4366|4365|EN|0.134400
CRD_6208A844312F4FCEA6A1|RRR|2.1200|USD|3216|1.9100|USD|2921|JP|0.383000|JP|1232|1231|JP|0.382900
CRD_E6F10EB3F8174323B3EE|MA|7.4200|USD|11256|9.3500|USD|14300|JP|0.256600|JP|2811|2888|JP|0.256600
CRD_57D3263FF3A147BF9CBD|SAR|28.7700|USD|43643|29.2200|USD|44326|JP|0.364600|JP|15928|16104|JP|0.369000
CRD_4C12E5F0808C4CD8A09F|HR|6.3500|USD|9633|8.4100|USD|12758|JP|0.432300|JP|4165|4164|JP|0.432300
CRD_EC2A05A657CA48619633|RR|4.9700|USD|7539|5.6900|USD|8702|JP|0.334700|JP|2504|2570|JP|0.340900
CRD_DC67C08A742F4CD7BB2D|RRR|0.8100|USD|1229|1.9200|USD|2936|EN|0.328200|EN|956|956|EN|0.328200
CRD_17EF823FA3CB4B2B8EE4|SR|16.0000|USD|24272|59.7400|USD|91365|EN|0.100000|EN|9065|9062|EN|0.100000
CRD_5A8FC382CCE44FCEBEB2|SR|12.8200|USD|19448|4.6600|USD|7127|EN|0.894500|EN|6325|6323|EN|0.894500
CRD_843DB9D7E2934E2DB5CE|SR|20.0000|USD|30339|21.7000|USD|33187|JP|0.067200|JP|2039|2039|JP|0.067200
CRD_627474F7EF5F4BDB9549|SAR|62.9300|USD|95463|91.0600|USD|138135|JP|0.364600|JP|34284|35226|JP|0.369000
CRD_0AC16029AD564BF68326|SR|2.9600|USD|4490|2.4600|USD|3762|JP|0.276500|JP|1242|1242|JP|0.276500
CRD_1164B69A14F3417EBA5C|RR|1.2800|USD|1942|4.6900|USD|7173|EN|0.181300|EN|1290|1274|EN|0.179100
CRD_0810CE32B1AB400B95BA|SR|41.2500|USD|62575|60.3300|USD|91519|JP|0.078400|JP|4907|4906|JP|0.078400
CRD_B3C3F8E812884FEEB672|SR|7.0100|USD|10634|10.5200|USD|16089|JP|0.372400|JP|3961|3952|JP|0.371600
CRD_A5CCF9AA1AE84EC1B4E6|SR|47.9900|USD|72799|107.6200|USD|163256|EN|0.168000|EN|27467|27427|EN|0.168000
CRD_94CA0CA240FE402D833F|SR|3.4900|USD|5294|9.9300|USD|15064|EN|0.894500|EN|13885|13474|EN|0.894500
CRD_25B97585CC304F538181|SR|349.9900|USD|530924|851.7700|USD|1292110|EN|0.168000|EN|217132|217074|EN|0.168000
CRD_796EC7E6363A48C6ADF7|RR|1.3000|USD|1972|1.0200|USD|1560|JP|0.334700|JP|660|672|JP|0.340900
CRD_20E1890D79D254945C3E00F70560A986|PR|3499.9900|USD|5309380||||PROMO_DIRECT||PROMO_DIRECT|5338080|5309380|PROMO_DIRECT|
CRD_62F7E63236364CB1A703|SAR|38.6000|USD|58555|30.3700|USD|46070|JP|0.364600|JP|21355|21607|JP|0.369000
CRD_24141283AF4D42638547|SR|4.1100|USD|6235|4.3900|USD|6714|JP|0.276500|JP|1695|1724|JP|0.276500
CRD_B807649467B3424F8C29|AR|30.1500|USD|45737|83.6000|USD|126819|EN|0.346800|EN|42998|42560|EN|0.335600
CRD_6A6D79F1AA404CF998CD|SAR|17.5200|USD|26577|33.2700|USD|50470|JP|0.364600|JP|9693|9807|JP|0.369000
CRD_4825831A44A54D91A8C4|RR|0.2400|USD|364|0.6000|USD|918|EN|0.181300|EN|165|163|EN|0.179100
CRD_2FE394C852394D129604|AR|3.4100|USD|5173|6.7800|USD|10285|JP|0.368400|JP|1973|1939|JP|0.374900
CRD_7E2493249D5F4079918C|SR|378800.0000|KRW|378800|145.9600|USD|221417|JP|0.067200|JP|25455|25455|JP|0.067200
CRD_80554114AB5D428FB10A|SR|40721.0000|KRW|40721|41.0500|USD|62272|JP|0.078400|JP|3193|3193|JP|0.078400
CRD_095AFC71458E492189E1|AR|2.1200|USD|3216|6.2700|USD|9589|EN|0.346800|EN|3299|3192|EN|0.335600
CRD_E2C122D990CA490FAF7E|SR|1.1200|USD|1699|1.3400|USD|2049|JP|0.276500|JP|470|470|JP|0.276500
CRD_C3B57125A65740B3ADB8|SR|2.8400|USD|4308|9.8100|USD|14881|EN|0.894500|EN|13247|13311|EN|0.894500
CRD_3A163A0976E24CE79D88|SR|13.9500|USD|21162|9.6900|USD|14699|JP|0.276500|JP|5727|5851|JP|0.276500
CRD_C0B9156965764BADB0C5|SR|61.5300|USD|93339|87.4500|USD|132659|JP|0.078400|JP|7320|7318|JP|0.078400
CRD_9CFBBAADBD4644919823|RRR|0.7700|USD|1168|4.0500|USD|6194|EN|0.328200|EN|2017|2016|EN|0.328200
CRD_E853F7CFC656494D9757|SR|3.7000|USD|5613|2.8900|USD|4420|JP|0.276500|JP|1552|1552|JP|0.276500
CRD_C57E69F6FE4A4DE4BC7F|PR||||296.5500|USD|453535|EN|0.328200|EN|147682|147643|EN|0.328200
CRD_DB1896C047CE499EA48B|SR|57.9900|USD|87969|68.0000|USD|103154|JP|0.372400|JP|32768|32689|JP|0.371600
CRD_8E12B9EC416149CFB898|RR|0.3100|USD|470|0.6400|USD|971|EN|0.181300|EN|173|174|EN|0.179100
CRD_73E5E12743E44600A13C|RR|0.5500|USD|834|0.9900|USD|1514|JP|0.334700|JP|279|284|JP|0.340900
CRD_A5262AA512774BD48654|SR|2.3200|USD|3519|6.7900|USD|10382|EN|0.594300|EN|6123|5669|EN|0.550400
CRD_B7FFD1C826FF4A6FA025|RR|3.0000|USD|4551|4.5100|USD|6897|JP|0.334700|JP|1524|1551|JP|0.340900
CRD_7666E22ADA2D4444AB42|SR|155.7600|USD|236283|241.8300|USD|366849|JP|0.078400|JP|18529|18525|JP|0.078400
CRD_81DCFF5DDA584C5E9F87|SR|25.5000|USD|38683|21.2900|USD|32296|JP|0.372400|JP|14409|14375|JP|0.371600
CRD_A71CDBCAB7AB42309937|SR|2.4300|USD|3686|2.4600|USD|3762|JP|0.372400|JP|1390|1370|JP|0.371600
CRD_C98EFDB78A3045E8B138|RR|0.3100|USD|470|1.8000|USD|2745|EN|0.181300|EN|495|489|EN|0.179100
CRD_D95254F3729941B9B6A6|RR|3.4800|USD|5279|2.6300|USD|4022|JP|0.334700|JP|1767|1800|JP|0.340900
CRD_B99867335AE14F658107|PR|123110.0000|KRW|123110|7.1000|USD|10859|EN|0.328200|EN|3536|3535|EN|0.328200
CRD_22A6C07D45A04AADBA89|HR|10.1900|USD|15458|8.5700|USD|13107|JP|0.432300|JP|6651|6682|JP|0.432300
CRD_95962D36A0B54D96A10A|SSR|210.0000|USD|318564|675.7300|USD|1025062|EN|0.328200|EN|336514|336425|EN|0.328200
CRD_BA7E5BDFBF2443BBB5C7|SR|90.0000|USD|136527|429.9900|USD|657614|EN|0.100000|EN|65245|65228|EN|0.100000
CRD_27DD36DAE86F45C69DEB|SAR|138.9500|USD|210783|203.2200|USD|308279|JP|0.364600|JP|76678|77779|JP|0.369000
CRD_6107CE7DBE884EAE9B22|SR|6.4500|USD|9784|11.1800|USD|16960|JP|0.372400|JP|3645|3636|JP|0.371600
CRD_2F1F77D90BA84F3E8C7D|PR|37.9400|USD|57554|46.8900|USD|71712|JP|0.085500|JP|4539|4921|JP|0.085500
CRD_C504554B465840AAB681|SAR|22.1400|USD|33586|71.9900|USD|109207|EN|0.232000|EN|25709|24790|EN|0.227000
CRD_0EA9A767E8E64BC7B5D3|HR|37880.0000|KRW|37880|13.6100|USD|20646|EN|0.357800|EN|7389|16376|JP|0.432300
CRD_5A11A9B4CB924667ACDC|RR|20.1600|USD|30582|34.1800|USD|51850|JP|0.334700|JP|10239|10425|JP|0.340900
CRD_0E12AB50D23D4953B0AF|AR|2.3000|USD|3489|7.2500|USD|11088|EN|0.346800|EN|3815|3691|EN|0.335600
CRD_B01199DFD87D423494E0|SR|1.5700|USD|2382|2.1300|USD|3258|JP|0.372400|JP|887|885|JP|0.371600
CRD_DA27591B04B940C980EF|AR|4.7300|USD|7175|7.0600|USD|10797|JP|0.368400|JP|2644|2690|JP|0.374900
CRD_F8C26BA27AF444938EB9|RR|4.0900|USD|6204|3.4500|USD|5276|JP|0.334700|JP|2077|2115|JP|0.340900
CRD_53468E96BA24425694EB|SR|91.0600|USD|138135|177.7900|USD|269702|JP|0.078400|JP|10833|10830|JP|0.078400
CRD_442D7542AFE94FA494F3|RR|1.6600|USD|2519|1.0900|USD|1667|JP|0.334700|JP|843|858|JP|0.340900
CRD_70AB4EE68E7847EB9537|SR|85230.0000|KRW|85230|16.6900|USD|25525|EN|0.168000|EN|4255|4253|EN|0.168000
CRD_7670562F15A640309F43|RR|21.0900|USD|31993|6.5800|USD|10063|EN|0.181300|EN|1810|1788|EN|0.179100
CRD_C0757BA5FDB846169FFD|SAR|7.1800|USD|10892|3.9800|USD|6087|EN|0.232000|EN|1401|4019|JP|0.369000
CRD_C317FB78E5844D49AEC5|RR|2.0900|USD|3170|5.2400|USD|8014|EN|0.181300|EN|1442|1424|EN|0.179100
CRD_F6F255B07DE64989A77B|AR|5.7700|USD|8753|11.3900|USD|17278|EN|0.346800|EN|5794|3281|JP|0.374900
CRD_D73A0A8616924CE0A63E|HR|3.5000|USD|5309|3.8300|USD|5857|JP|0.432300|JP|2296|2295|JP|0.432300
CRD_9E40D9EE7D9844C4868B|RR|0.4100|USD|622|0.9100|USD|1392|EN|0.181300|EN|250|247|EN|0.179100
CRD_2A51F7848C3F425BADD0|AR|14.8200|USD|22481|34.9000|USD|52942|EN|0.346800|EN|18260|17767|EN|0.335600
CRD_D57DF737284449919BC3|RR|12.1700|USD|18462|28.1000|USD|42627|EN|0.181300|EN|7645|7634|EN|0.179100
CRD_7ADACFDF9777471C8C30|RR||||0.9300|USD|1422|EN|0.181300|EN|256|253|EN|0.179100
CRD_C04E029C65C04840BDAD|SR|5.2100|USD|7903||||JP|0.372400|JP|2944|2937|JP|0.371600
CRD_7BB12D81EF244F06890A|AR|4.3900|USD|6659||||JP|0.368400|JP|2538|2497|JP|0.374900
CRD_EA7AEBBE89AB4A4A8E52|HR|314.9900|USD|477830|393.6300|USD|597125|JP|0.432300|JP|206621|206566|JP|0.432300
CRD_85C6AB0CD75440EFA091|RR|0.2500|USD|379|0.7200|USD|1092|EN|0.181300|EN|168|196|EN|0.179100
CRD_D333E4DB73424513B205|RR||||9.5500|USD|14605|EN|0.181300|EN|2627|2595|EN|0.179100
CRD_EBCFDCA7F49A46F69C45|AR|13.1100|USD|19887|32.3800|USD|49119|EN|0.346800|EN|17065|16485|EN|0.335600
CRD_4A6AB07D1EE64032B862|UR|40.6800|USD|61710|72.9800|USD|110708|JP|0.473200|JP|29209|27992|JP|0.453600
CRD_79DAA61E0E0E4DB6B833|HR|6.3300|USD|9602|7.0700|USD|10725|JP|0.432300|JP|4152|4151|JP|0.432300
CRD_84630510CDEC47779B56|RR|0.2600|USD|394|0.5900|USD|902|EN|0.181300|EN|162|160|EN|0.179100
CRD_4DD30CBFBB2B4EB88C71|SR|49.9900|USD|75833|213.0500|USD|325832|EN|0.134400|EN|43448|43437|EN|0.134400
CRD_4F4282B9BBB74862A121|AR|2.1700|USD|3292|4.9400|USD|7555|EN|0.346800|EN|2600|2515|EN|0.335600
CRD_C1608F37F71B44D08013|SR|1420500.0000|KRW|1420500|148.7800|USD|227540|EN|0.134400|EN|30341|30333|EN|0.134400
CRD_8CE5392E17154AFFBE9B|SR|1.3800|USD|2093|1.4200|USD|2172|JP|0.276500|JP|575|579|JP|0.276500
CRD_7B0CD02EFB474874B2F9|RR|0.6600|USD|1001|0.8100|USD|1239|JP|0.334700|JP|335|341|JP|0.340900
CRD_BF6C559F974242FA94CE|PR||||17.5100|USD|26779|EN|0.328200|EN|8720|8718|EN|0.328200
CRD_FCAF9FB4219D4D4DB1A0|RR|0.3500|USD|531|0.6800|USD|1040|JP|0.334700|JP|173|181|JP|0.340900
CRD_A180773A019F4C8BA2B4|RR|0.5500|USD|834|1.9400|USD|2967|EN|0.181300|EN|534|527|EN|0.179100
CRD_509F370C46394353934C|AR|2.1600|USD|3277|5.4300|USD|8304|EN|0.346800|EN|2857|2764|EN|0.335600
CRD_C41CDFEEB7EE415CA1B7|RR|6.7200|USD|10194|18.7400|USD|28963|EN|0.181300|EN|5155|5091|EN|0.179100
CRD_B27CE1319A204E919650|RR|0.4700|USD|713|0.8500|USD|1300|JP|0.334700|JP|239|243|JP|0.340900
CRD_39388984E7E045A1B1DA|SR|4.5000|USD|6826|3.7500|USD|5735|JP|0.372400|JP|2543|2537|JP|0.371600
CRD_16552890B7E640BD9726|SR|1.9300|USD|2928|1.2800|USD|1958|JP|0.372400|JP|1091|1088|JP|0.371600
CRD_526DC57204B446B594BD|AR|2.1800|USD|3307|8.6100|USD|13168|EN|0.346800|EN|4531|4383|EN|0.335600
CRD_ADB6937D5829468DB1AF|AR|3.4600|USD|5249|6.2400|USD|9466|JP|0.368400|JP|2040|1968|JP|0.374900
CRD_2D4B139B3E984F86B365|RR|5.1800|USD|7858|7.9300|USD|12083|JP|0.334700|JP|2631|2679|JP|0.340900
CRD_DCC8CEBEBF3C4B9D88E0|AR|2.1600|USD|3277|4.0600|USD|6209|JP|0.368400|JP|1207|1228|JP|0.374900
CRD_BE89EA3D6FBF480F9472|SR|3.6800|USD|5582|2.3900|USD|3655|JP|0.372400|JP|2079|2074|JP|0.371600
CRD_8A7EB290F97640FEB7AA|HR|5.4600|USD|8283|8.1700|USD|12520|JP|0.432300|JP|3582|3581|JP|0.432300
CRD_BE2FA43F663B4D16BA9C|AR|3.8300|USD|5810|10.8100|USD|16532|EN|0.346800|EN|5688|5503|EN|0.335600
CRD_E9C70192F06741F59CA4|SAR|14.8300|USD|22497||||JP|0.364600|JP|8470|8301|JP|0.369000
CRD_E95B8B1938F2446E81DD|UR|270.3300|USD|410083|402.3800|USD|610398|JP|0.473200|JP|188545|186013|JP|0.453600
CRD_90329AC34F174397A90E|SSR|1.4100|USD|2139|0.8800|USD|1346|JP|0.383000|JP|819|819|JP|0.382900
CRD_EC4DDEF3D32C4E658D4C|SR|92.4000|USD|140168|112.7300|USD|171008|JP|0.372400|JP|52212|52086|JP|0.371600
CRD_93FFCADB9F314F93B03F|RR|1.9900|USD|3019|1.4500|USD|2218|JP|0.334700|JP|1011|1029|JP|0.340900
CRD_8B64BC8FA3984544BD29|RR||||1.9900|USD|3043|EN|0.181300|EN|547|541|EN|0.179100
CRD_2261AA95080E4619A99E|SR|4.5300|USD|6872|2.5000|USD|3823|EN|0.594300|EN|2254|2554|JP|0.371600
CRD_FE7A2CCC9AFB4044AD37|SR|350.0000|USD|522179|38.5500|USD|58479|EN|0.894500|EN|52106|52310|EN|0.894500
CRD_F5CC0C9882084007972C|MA|10.1600|USD|15412|17.6200|USD|26947|JP|0.256600|JP|3925|3955|JP|0.256600
CRD_C6A1E00432684413B13B|SR|4.2800|USD|6493|3.0600|USD|4680|JP|0.372400|JP|2418|2413|JP|0.371600
CRD_0FAEC0B6410647398E22|SAR|33.5600|USD|50910|63.0100|USD|95584|JP|0.178308|JP|9137|9078|JP|0.178308
CRD_C9F99666A3067F779469|SR|50.0000|USD|75848|108.8000|USD|165046|JP|0.078400|JP|5948|27728|EN|0.168000
CRD_BF2A02781B26488BA64B|AR|23.5200|USD|35679|52.9700|USD|80354|EN|0.346800|EN|27432|26967|EN|0.335600
CRD_4F9A907B588C4D71ADBF|SR|170460.0000|KRW|170460|17.9600|USD|27467|EN|0.134400|EN|3663|3662|EN|0.134400
CRD_7EE4D1F73DD34E3E8CA6|HR|12.0000|USD|18204|4.5600|USD|6974|EN|0.357800|EN|2476|2475|EN|0.357800
CRD_62AFC6A6B1234F778316|AR|2.6400|USD|4005|4.1200|USD|6301|JP|0.368400|JP|1431|1501|JP|0.374900
CRD_C577C809253F4820BC3C|RR||||64.1000|USD|98033|EN|0.181300|EN|17634|17415|EN|0.179100
CRD_8A3F628A4E3B4AC087C9|RRR|1.0800|USD|1638|1.6800|USD|2569|JP|0.383000|JP|622|627|JP|0.382900
CRD_EBD05116E1CE442AAF4E|SAR|29.6800|USD|45024|24.9300|USD|37818|JP|0.364600|JP|16420|16614|JP|0.369000
CRD_63C895F49C5A421D9548|RRR|5.6000|USD|8495|14.2500|USD|21621|EN|0.328200|EN|6992|7095|EN|0.328200
CRD_94D776CD680F432CBF1B|SR|12.6800|USD|19235|14.3500|USD|21946|JP|0.372400|JP|7165|7148|JP|0.371600
CRD_853BCA2D91DC48478D36|RR|0.2500|USD|379|0.5700|USD|872|EN|0.181300|EN|157|155|EN|0.179100
CRD_E4D0E0A32E434B4396AD|HR|10.0000|USD|15170|3.9400|USD|6026|EN|0.357800|EN|2139|2139|EN|0.357800
CRD_F059826D9F804C1B83A1|SSR|3.1900|USD|4839|3.1400|USD|4802|JP|0.383000|JP|1854|1853|JP|0.382900
CRD_36D39DBAA5EC4EE09001|SR|3.8400|USD|5825|13.8700|USD|21040|EN|0.594300|EN|12030|11581|EN|0.550400
CRD_4A61F5781B4E4CF1A1F0|AR|2.1900|USD|3322|6.7700|USD|10270|EN|0.346800|EN|2878|3447|EN|0.335600
CRD_A6FB671794764AE49A66|AR|1.7900|USD|2715|2.8400|USD|4343|JP|0.368400|JP|878|1018|JP|0.374900
CRD_80AC3B98336D4FD0B14A|AR|2.2700|USD|3444|5.8700|USD|8977|EN|0.346800|EN|3089|2988|EN|0.335600
CRD_C52365D9FE2D440FAF36|SR|1.1700|USD|1775|1.4000|USD|2141|JP|0.372400|JP|661|660|JP|0.371600
CRD_4984C34823564A40A15F|SR|6.7900|USD|10300|3.5900|USD|5446|EN|0.594300|EN|3264|3828|JP|0.371600
CRD_04F21DB3B3794D47B1C9|RR||||2.4500|USD|3747|EN|0.181300|EN|674|666|EN|0.179100
CRD_A8C06BD8284942BA824C|UR|5.9500|USD|9026|9.2800|USD|14077|JP|0.473200|JP|4272|4094|JP|0.453600
CRD_F1FD80B31AEA4EBCB6A4|SAR|23.8000|USD|36104|33.8100|USD|51289|JP|0.364600|JP|12912|13322|JP|0.369000
CRD_EFB6E86E4BF24527AD76|RR|1.7900|USD|2715|0.9000|USD|1376|JP|0.334700|JP|909|926|JP|0.340900
CRD_88C7D15F245C42D6BF77|RR||||0.6800|USD|1032|EN|0.181300|EN|162|185|EN|0.179100
CRD_4885A59DE0CC4CA59CE0|RR|40.0000|USD|60679|24.3700|USD|37271|JP|0.334700|JP|20315|20685|JP|0.340900
CRD_987A2756FB554B91BD1A|SR|9.1600|USD|13895|3.9200|USD|5995|EN|0.594300|EN|3535|3273|EN|0.550400
CRD_6E2A7F9E1B124081A497|SR|4.3200|USD|6553|5.0900|USD|7721|JP|0.372400|JP|2441|2435|JP|0.371600
CRD_B345C0800CFB40D28BD7|CSR|40.4200|USD|61316|81.2800|USD|123299|JP|0.383000|JP|23490|40467|EN|0.328200
CRD_D1558B6044BA433EB434|RRR|1.0700|USD|1623|4.4500|USD|6806|EN|0.328200|EN|2216|2216|EN|0.328200
CRD_0C3B183FCB4142F2B7B8|RR|5.1100|USD|7752|3.8100|USD|5827|JP|0.334700|JP|2595|2643|JP|0.340900
CRD_CB975544B60F47048A93|RR|7.9900|USD|12121|4.0900|USD|6255|JP|0.334700|JP|4058|4132|JP|0.340900
CRD_87ACED114A5746E48FF7|SR|3.8900|USD|5901|4.9900|USD|7632|JP|0.372400|JP|2221|2193|JP|0.371600
CRD_238E85F07B63450BB517|SAR|14.3600|USD|21784|11.9500|USD|18276|JP|0.364600|JP|7944|8038|JP|0.369000
