card_id,card_name,snkrdunk_apparel_id,usedMinPrice,usedListingCount,A1m_n,A1m_med,A1m_latest,A3m_n,A3m_med,A3m_latest,PSA10_1m_n,PSA10_1m_med,PSA10_3m_n,PSA10_3m_med,PSA9_1m_n,PSA9_1m_med,PSA9_3m_n,PSA9_3m_med,data_quality
CRD_53811FEF046C46BC8D3A,레지아이스 ex,740366,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B05ED192EA914D9893FB,마그마번,433648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9FA75D54C4294BA2BBBB,히스이 대검귀 VSTAR,103075,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0146657C0E674996969C,M루카리오 EX,390315,8200,4,0,0,0,1,3800,3800,1,26000,2,24500,0,0,1,7500,A_3M_FB
CRD_CD4628B3429A420A9319,일격 우라오스 VMAX,141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_E506A487DE8C45099602,루가루암 V,141479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8EF30B3B1E864419943C,블랙큐레무 ex,365472,1380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_909F8823101A4097BD2D,석탄산 VMAX,145103,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3BD22AE03D484B308C7E,게노세크트 ex,598908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8A3F628A4E3B4AC087C9,오리진 디아루가 VSTAR,139489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7E8265C1D8B44E03910F,모르페코 VMAX,113233,4900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6B4990C003EE4F5C95AF,해피너스 V,141157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_43B92747526147DBA44A,따라큐 V,141088,1000,7,0,0,0,1,1000,1000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_2301905FC60B4E48B82C,아머까오 V,144105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5FF7C03BB99345278E5E,에이스번 VMAX,145452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3618F7507BD34B52AA5E,피카츄 ex,740407,1500,118,5,4200,3500,30,5999,3500,4,17875,18,33629,0,0,0,0,A_1M_OK
CRD_D3A5DFC3A6B34F32B872,제크로무 ex,584783,1000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_36B9B397B19A425CB729,리자몽 VSTAR,103071,1000,38,2,1000,1000,13,1000,1000,6,11604,22,12114,0,0,1,3800,A_1M_OK
CRD_F801E713A8D1496791AC,메타그로스 VMAX,141914,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_BE8BC1ED2FFA48EFAEE0,에브이 ex,434894,1000,20,0,0,0,2,1000,1000,2,8149,9,7999,0,0,2,2740,A_3M_FB
CRD_47E80B191CA7474EB9E3,큐레무 VMAX,136971,3000,2,1,1200,1200,0,0,0,0,0,0,0,0,0,0,0,A_1M_OK
CRD_49A64C751A444FF7B85C,메타그로스 V,141913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_F6B06CC3450049DC857B,킹크랩 V,380169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_42C881A081C2442292A2,라티아스 ex,342765,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_1FD012263A504F3CA01E,뮤츠 EX,390034,5000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_27DC42C3D270417B9335,님피아 VMAX,141087,1000,26,1,1800,1800,5,1000,1800,2,9649,14,10249,0,0,0,0,A_1M_OK
CRD_C2853FCE66E848CFBA00,가이오가 EX,381795,25000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_882A64CAAD1048D2BE8D,아쿠스타 V,139714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_F1794D3676DD476EBCCE,비파리온,742509,1200,10,6,1150,1000,7,1100,1000,0,0,1,13800,0,0,0,0,A_1M_OK
CRD_1189D005D21D4ED69DBF,어치르돈 V,141881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D70F5446D2974DDC8EB0,펄스멍 V,141331,1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8D03B1108C6B4669B82D,토네로스 VMAX,141787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_52F68E4F10704A3FB529,알로라 식스테일 VSTAR,95113,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7DA5510251B9473E9F3F,보만다 VMAX,145224,1555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CFB01788E84D4E84B002,백마 버드렉스 VMAX,141045,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A8B52849C3C54365B81E,핫삼 VMAX,145210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_457C08948A2D49189AA1,비크티니 VMAX,144063,1000,4,0,0,0,2,2500,3500,0,0,2,8440,0,0,0,0,A_3M_FB
CRD_D1177926ABA14B70B4E9,번치코 V,141006,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2A2C765236DC4E0DA39B,비크티니 V,144062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5FB29A7CDA6A4F8698B4,요씽리스 VMAX,141383,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7283A07A9E7242E69F1F,다태우지네 VMAX,141011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CF565FADAC9C45388046,뮤 ex,151727,1000,24,4,2062,2800,7,1100,2800,2,14850,4,13300,0,0,0,0,A_1M_OK
CRD_D543AC0888A542E78D35,얼음귀신 EX,389869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CE5938A4B28D47A0AD85,샤로다 VSTAR,95115,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_10CAB872C0EE49CAAAAC,자포코일,447058,65000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B875810CC46C4134A0C8,멜리시,742513,2280,21,4,3516,2000,16,3118,2000,1,10000,2,14900,0,0,0,0,A_1M_OK
CRD_3AC8F9831E6C417A920C,루카리오 EX,385915,17000,2,0,0,0,0,0,0,1,19499,3,13800,0,0,0,0,PSA_ONLY
CRD_CB975544B60F47048A93,블랙큐레무 EX,108804,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9337246D91AB42D89EBE,뮤츠 EX,91504,82000,10,0,0,0,0,0,0,1,248999,6,221999,1,93000,4,44300,PSA_ONLY
CRD_4C8698FF6B3849B49B28,모단단게 V,141323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_89CF88D4F24A4B3FAB18,게을킹 ex,395720,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B92E9CCA3B94438EB268,메가눈여아 ex,730948,1000,147,6,1000,4000,27,1100,4000,30,7843,64,7999,1,5000,3,2500,A_1M_OK
CRD_A12C9EE7BBA246C489B7,님피아 VMAX,141687,1000,45,3,1000,1000,7,1300,1000,8,9946,30,9897,0,0,3,4000,A_1M_OK
CRD_84F100B202834C6DAE3B,핫삼 ex,182223,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8A55485EA762404EB6E8,바우첼 ex,307287,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5FFCA0AB3BF4438A8D41,뮤 VMAX,103054,1000,170,15,2509,3600,57,2479,3600,20,21238,71,18833,0,0,4,4450,A_1M_OK
CRD_13962B7254BB4EC68492,마기아나 EX,387182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_C0490A67B50C41B78069,레쿠쟈 VMAX,105005,1000,153,5,1500,1298,43,2000,1298,16,17000,60,19485,1,4999,3,4999,A_1M_OK
CRD_917F313DC98747328859,토대부기,427749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6C87482BDBFF4157B5FA,애프룡 VMAX,144150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3FEFE9BCF9014B07A6CB,돈크로우,109379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_95AD52C30E9448CCA98E,피죤투 ex,132234,1000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_AEDD96FFA5A84E749D76,M뮤츠 EX,389892,3980,28,0,0,0,0,0,0,1,58266,11,58000,0,0,0,0,PSA_ONLY
CRD_2821F636689C4FCE8CCC,쉐이미,109250,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_95CC285CB5F240BA8D2B,네오라이트 V,139773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_DCED932B45234182889C,쉐이미 VSTAR,139756,1000,1,0,0,0,0,0,0,1,6900,0,0,0,0,0,0,PSA_ONLY
CRD_1549CC7E9EFC44D08FD4,리피아,91707,29000,3,0,0,0,0,0,0,0,0,1,99800,0,0,1,49800,PSA_ONLY
CRD_27E9FB0B75EB487ABBF6,가디안 EX,385943,2000,9,0,0,0,0,0,0,0,0,1,13500,0,0,0,0,PSA_ONLY
CRD_C204E7C7962B4792A212,가디안,109374,250000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_E6F10EB3F8174323B3EE,메가가디안 ex,722240,1000,190,8,1000,2000,32,1000,2000,29,9980,83,9600,1,4100,3,2500,A_1M_OK
CRD_B2272D4D776044FE9ABF,로켓단의 뮤츠 ex,550914,1000,9,0,0,0,2,1100,1200,4,11650,14,10500,0,0,0,0,A_3M_FB
CRD_7BA2781997C84AA48CE9,쉐이미 EX,91587,15000,5,0,0,0,0,0,0,3,99999,8,96500,1,35000,1,35000,PSA_ONLY
CRD_8965D3327A5540929972,M나무킹 EX,385373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_492147CE938648E78FA2,애프룡 V,144213,19980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6C5AB36AD8294729A03E,고동치는달 ex,151712,1200,5,0,0,0,0,0,0,1,6599,3,6599,0,0,0,0,PSA_ONLY
CRD_BA9979085F024D49906C,웨이니발 ex,151752,1000,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2999,PSA_ONLY
CRD_EA6C638A5EAE4EE0996B,메가샤크니아 ex,704404,1200,24,6,1050,1100,11,1100,1100,16,7950,53,7560,1,1980,3,1980,A_1M_OK
CRD_72783B70F01B4ED8B41A,보만다 V,145249,26500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2ADA9594E1954CF89E7B,깨봉이,608578,1000,3,0,0,0,0,0,0,1,6999,3,6500,0,0,0,0,PSA_ONLY
CRD_DA27591B04B940C980EF,버랜지나,608514,1000,7,0,0,0,0,0,0,1,6750,0,0,0,0,0,0,PSA_ONLY
CRD_6BAEC561FD824CA68028,메가리자몽X ex,722239,4000,654,32,8044,7166,93,9827,7166,32,31571,93,36540,19,8522,49,9275,A_1M_OK
CRD_64AC0547355944F0835D,쥬피썬더 V,91174,13900,60,1,18888,18888,10,18894,18888,22,34949,69,37000,2,14950,5,14999,A_1M_OK
CRD_C3CF846EB0624F398AAF,갈가부기 VMAX,145250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5668BB43C6824C25B7FB,대로트&야느와르몽 GX,396035,1800,6,0,0,0,0,0,0,1,13500,5,12800,0,0,0,0,PSA_ONLY
CRD_32B748391B31457F884D,난천&카틀레야,91276,12800,70,0,0,0,2,21500,20500,16,42750,41,43000,1,16500,4,16600,A_3M_FB
CRD_C6A1E00432684413B13B,큐레무 V,137043,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4CE7E440FEFE4B8EB2AB,리오르,109864,1000,14,1,1400,1400,5,1480,1400,9,8700,22,8700,1,3999,2,3249,A_1M_OK
CRD_C4804FF23607466C9A90,다투곰 붉은 달 ex,427231,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_E9757BBCE7C34C4E8BF8,브리가론 V,100544,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_E57DB3482F514CE09A11,자시안 V,141280,1500,7,0,0,0,0,0,0,1,13500,6,9750,0,0,0,0,PSA_ONLY
CRD_74E51DCCF8D24ADBA306,갸라도스 ex,110942,1500,30,0,0,0,4,2355,2400,5,11293,18,10875,0,0,0,0,A_3M_FB
CRD_8D34314C145E4657910C,개구마르,776339,1000,41,6,1250,1000,40,1100,1000,3,16900,5,16900,0,0,0,0,A_1M_OK
CRD_FF670CCC91074D59B18C,쌔비냥,608574,1000,4,0,0,0,0,0,0,0,0,2,6900,0,0,1,2444,PSA_ONLY
CRD_5148B33EFB2449B1B0BA,파라솔 아가씨,136492,1600,26,0,0,0,0,0,0,4,9750,11,10500,1,3800,3,3800,PSA_ONLY
CRD_0FFC051368D048A489A8,타로,323630,4000,65,0,0,0,10,5500,6000,12,25515,47,18993,2,5600,13,4800,A_3M_FB
CRD_14D2B39ACE854972906D,가라르 산호르곤 V,145246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_63013DACF91C4789A924,니아,96693,1600,45,0,0,0,3,2400,2400,5,8400,22,7999,0,0,2,2750,A_3M_FB
CRD_EB69DF756D1A4E6F94D1,스이쿤 V,141456,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_56347219393547F19FCB,레지드래고 VSTAR,100574,1200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3B28179308924FD388CA,불카모스 GX,339681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_30EDC0F1FD7B46A58FDE,춤추새 GX,339682,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_C01ECCA4431A44B09D3B,리자몽 ex,127773,1000,31,0,0,0,8,1050,2700,6,9238,20,9495,0,0,0,0,A_3M_FB
CRD_6A148797C15E4E7D9FE7,N의 각오,124085,6500,31,0,0,0,1,7500,7500,8,17350,23,15982,3,6480,3,6480,A_3M_FB
CRD_6C8A167C2A5041E8B2C2,노보청,608503,6600,6,0,0,0,0,0,0,0,0,1,6900,0,0,0,0,PSA_ONLY
CRD_A5B83823B6344946A314,피카츄 ex,408333,58000,149,5,90000,81000,28,88444,81000,30,127929,85,133999,5,63000,12,63500,A_1M_OK
CRD_B1266853754742B9AC64,릴리에의 삐삐 ex,485645,1000,10,0,0,0,0,0,0,1,8000,1,8000,0,0,0,0,PSA_ONLY
CRD_C452FDCBD46A43E587EC,가라르 가로막구리,731018,1000,42,1,1000,1000,1,1000,1000,11,6750,20,6800,2,2980,3,2980,A_1M_OK
CRD_0839A3235BFC40C7A767,말리화,104544,7000,18,0,0,0,0,0,0,1,18500,12,18125,0,0,4,4990,PSA_ONLY
CRD_E54D728D4E4B4DE8A640,카푸꼬꼬꼭 ex,139058,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_DC46034507A149F9A1E5,레쿠쟈 V,91167,80000,99,3,165000,163000,15,160000,163000,20,349625,68,331500,2,139999,10,105000,A_1M_OK
CRD_EBE8945758B043ACB73E,사다이사 V,145510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2BD596750DCC46F5BF44,달코퀸 ex,151711,1000,7,0,0,0,0,0,0,3,6999,5,6880,0,0,0,0,PSA_ONLY
CRD_4F2A7D0A1A7B4BA789D5,한카리아스 V,96586,7000,47,1,8000,8000,5,7900,8000,16,23010,42,24188,0,0,3,9000,A_1M_OK
CRD_B9E026BC3DF546909368,웨이니발 ex,111961,1000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_40212CBAF40D49EE8938,춤추새 ex,687277,1000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_42E5F5DEFC6244BEA6CF,드래피온 V,137007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_017C5386A8B64234B9C7,멜로코,462393,1000,6,0,0,0,2,1900,1300,0,0,2,8499,0,0,0,0,A_3M_FB
CRD_047131CE3AB3482C8F7F,굽이치는물결 ex,469637,1150,7,0,0,0,1,1000,1000,1,9500,2,8925,0,0,0,0,A_3M_FB
CRD_0512DE9EF51D4BE39554,드래펄트 ex,450722,2000,29,2,2286,2350,11,1899,2350,11,7999,36,7795,0,0,1,6999,A_1M_OK
CRD_05613B885FD5443C8BC8,카지,466512,1000,14,1,1000,1000,2,1140,1000,3,8000,14,8200,1,3200,3,1800,A_1M_OK
CRD_0DE14A2FC85947DF989A,팔데아의 동료들,450719,1500,23,2,1200,1200,5,1200,1200,3,8500,10,11900,1,4200,2,4575,A_1M_OK
CRD_0FAEC0B6410647398E22,메가아쿠스타 ex,753272,3599,47,6,3000,3599,39,3800,3599,19,14300,52,15738,0,0,1,5555,A_1M_OK
CRD_12ADDDFE82F540F7B1D3,무쇠무인 ex,427221,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_11B811456C5D4DCE8A05,메가개굴닌자 ex,776349,1400,42,10,2000,2200,55,2700,2200,8,14000,9,14000,0,0,0,0,A_1M_OK
CRD_1778B01FA4AD4332B4C8,독침붕 ex,776347,1000,16,0,0,0,2,1000,1000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_19C1275E8DF647B286BD,무쇠감투 ex,434995,1000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_227EEF4A668D4B91A0DE,메가드래캄 ex,776367,1500,33,11,2000,2000,49,2050,2000,1,20800,2,22900,0,0,0,0,A_1M_OK
CRD_22E4A9137EB24D9A80C6,아마루르가,753307,1000,26,0,0,0,0,0,0,1,6666,1,6666,0,0,0,0,PSA_ONLY
CRD_244EB50258FC45D58BB7,이브이 ex,427228,1000,19,0,0,0,2,1000,1000,1,10000,8,7283,0,0,0,0,A_3M_FB
CRD_243CD02D3D3B494795CF,한카리아스 ex,427218,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_249FD650FBBB4F8C8E9F,AZ의 평온,776359,1000,16,0,0,0,1,1000,1000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_24D7C72E59DD4A338620,테라파고스 ex,450724,1000,25,1,1000,1000,3,1000,1000,3,9000,10,7400,0,0,1,4444,A_1M_OK
CRD_2D4779F86C774DBFA501,청목의 수완,471666,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2FE394C852394D129604,나몰빼미,753257,1000,36,1,1000,1000,4,1000,1000,7,7999,14,9924,0,0,0,0,A_1M_OK
CRD_31940B3434F54CAB8CAB,이노,753269,1000,17,0,0,0,1,1000,1000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_33E384F099914BF89170,비파,462392,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_36CCEEAEBFE444AF8E74,팬텀 EX,752785,1900000,1,0,0,0,0,0,0,0,0,1,1250000,0,0,0,0,PSA_ONLY
CRD_41F01DE4718B458FA5D5,추명,462390,1000,3,0,0,0,0,0,0,1,7222,1,7222,0,0,0,0,PSA_ONLY
CRD_3FDB36F0CAF24E49B6CF,블래키 ex,434898,1000,34,0,0,0,4,1035,1000,10,8625,21,8750,0,0,1,2299,A_3M_FB
CRD_4CBEC2D7C8DF430DA560,메가플라엣테 ex,776366,2000,28,8,1949,2000,44,1800,2000,2,25288,3,24000,0,0,0,0,A_1M_OK
CRD_4D1DBE122AB04EE8AB19,무쇠감투 ex,466508,1000,13,0,0,0,1,1000,1000,6,7549,12,7497,0,0,0,0,A_3M_FB
CRD_5321023EE01C496BA1D8,이벨타르 ex,752433,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_53E1012862E24CE386A1,메가지가르데 ex,752427,1000,18,0,0,0,0,0,0,1,5000,2,6200,0,0,0,0,PSA_ONLY
CRD_5592B918549340D29D73,크로뱃,776343,1000,22,0,0,0,4,1000,1000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_43B0B8BE00C44F0FB400,전룡,774256,1000,27,2,1750,1000,9,1000,1000,0,0,0,0,0,0,0,0,A_1M_OK
CRD_579416A2A535432F8F30,나옹 ex,753242,10800,150,15,12266,13000,65,14000,13000,29,35416,89,37158,1,13000,9,11111,A_1M_OK
CRD_5F9A15D40E55413889CB,클레이돌,776342,1000,17,0,0,0,1,1299,1299,0,0,0,0,0,0,0,0,A_3M_FB
CRD_67DCCA6B98564C55A6CD,파라블레이즈 ex,469626,2200,68,3,2400,2100,15,2300,2100,15,12980,64,9736,2,5000,5,5000,A_1M_OK
CRD_6E2A7F9E1B124081A497,메가무장조 ex,753266,1000,15,0,0,0,1,1000,1000,1,9680,1,9680,0,0,0,0,A_3M_FB
CRD_6EA8D0D00A484C1985DD,메가아쿠스타 ex,753262,1000,32,0,0,0,2,1250,1000,2,10745,5,11950,0,0,0,0,A_3M_FB
CRD_6F660305B01D494F9AB0,무쇠무인 ex,466507,1000,23,2,1100,1000,4,1100,1000,16,7400,41,7300,1,3000,4,2825,A_1M_OK
CRD_768F67D90A2142609676,명희의 격려,753270,2480,55,16,2400,2300,52,2500,2300,13,18000,39,19000,2,5750,9,3800,A_1M_OK
CRD_79FBECF1B0704D588D61,제르네아스,776341,1000,38,2,1900,1800,14,1325,1800,0,0,0,0,0,0,0,0,A_1M_OK
CRD_7AC4C404D19B4C5FB0B1,메가드래캄 ex,774210,1000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7BB12D81EF244F06890A,푸호꼬,776338,1000,40,3,1200,1000,11,1000,1000,0,0,0,0,0,0,0,0,A_1M_OK
CRD_7FFB3A5460DC46489885,쌍검킬,753259,1000,14,1,2050,2050,3,1000,2050,9,6998,9,6998,0,0,0,0,A_1M_OK
CRD_7EB1930C9A224A14AE58,피카츄 ex,469638,8000,175,10,14999,16000,54,16300,16000,31,39749,82,43810,7,13000,24,15400,A_1M_OK
CRD_80D8A3CD81B04D1D887C,AZ의 평온,776369,1000,23,3,1000,1100,22,1066,1100,0,0,0,0,0,0,0,0,A_1M_OK
CRD_8262D9F6F80441E59604,드래피온,753310,1000,13,0,0,0,0,0,0,3,6666,0,0,0,0,0,0,PSA_ONLY
CRD_8318097459A64ECD8473,파이어로,752786,1000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_83EC760B41124D8A9145,독침붕 ex,774150,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_899C71FEF9DC4CDFB0EF,메탕,776344,1000,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_84061A5838C84C7996BA,보미카의 연주,776361,1000,16,1,1000,1000,7,1000,1000,0,0,0,0,0,0,0,0,A_1M_OK
CRD_90059D74FBE24DFA83D2,제빈,469632,1000,9,0,0,0,0,0,0,1,7000,1,7000,1,3500,2,3500,PSA_ONLY
CRD_94EF2035A41A4B018525,레포르,471671,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_95598861114B45F5BF5B,피나,462391,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A5AE23F47A2B49218CB4,대코파스,753308,1000,9,0,0,0,0,0,0,3,6400,3,6400,0,0,0,0,PSA_ONLY
CRD_9DE6CF5F7FF3427298C7,레트라,753260,1000,23,0,0,0,0,0,0,3,6800,0,0,0,0,0,0,PSA_ONLY
CRD_A70EA9E8C6384E49A3D9,메가드래캄 ex,776353,1000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A8B5785909B448EBB9B7,펌킨인 ex,776351,1000,10,0,0,0,1,1450,1450,0,0,0,0,0,0,0,0,A_3M_FB
CRD_AD5DBA8969314EA6A9F3,모크나이퍼 ex,753261,1000,7,0,0,0,1,3000,3000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_ADB6937D5829468DB1AF,데덴네,753258,1000,58,2,1000,1000,6,1000,1000,17,7999,32,8393,2,3240,2,3240,A_1M_OK
CRD_B4458BD865D40B2B6AFB,타부자고 ex,450721,1000,31,2,1000,1000,6,1150,1000,8,8421,27,8599,0,0,0,0,A_1M_OK
CRD_B6F780670C514367833F,분떠도리,753256,1000,10,0,0,0,2,1350,1500,4,6708,4,6708,0,0,0,0,A_3M_FB
CRD_B8716C15063748DF9431,삐삐,752787,1000,123,12,1595,1480,59,1600,1480,25,13400,72,14328,5,3300,7,3300,A_1M_OK
CRD_BC53EA80A3024F12B207,도치마론,776337,1000,33,0,0,0,5,1000,1000,0,0,1,15999,0,0,0,0,A_3M_FB
CRD_C04E029C65C04840BDAD,치라치노 ex,776354,1000,14,0,0,0,2,1499,1999,0,0,0,0,0,0,0,0,A_3M_FB
CRD_C19CBFBFDA7B4814A109,복숭악동 ex,469629,1000,14,1,1000,1000,2,1000,1000,3,6600,8,6799,0,0,0,0,A_1M_OK
CRD_C2B35AF51F5B4B3D84EF,콜사,471667,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_C541F6809A4B473D8981,다투곰 붉은 달 ex,450723,1000,21,0,0,0,1,1000,1000,6,7716,23,7150,0,0,1,1200,A_3M_FB
CRD_C9FA55B6A1CF478FB8C3,냐스퍼,752788,1000,24,0,0,0,1,1000,1000,2,9454,2,9454,0,0,0,0,A_3M_FB
CRD_CB183CE3466F4730A71D,모래털가죽 ex,466509,1000,23,0,0,0,1,1000,1000,4,7700,15,7500,1,2900,3,2900,A_3M_FB
CRD_CBBC687119FD4B25A45C,타라곤,753268,1000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D5BD1DC91C304D4CBBCD,무쇠잎새 ex,427215,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D629521D90F54884A73E,유카리,753275,1222,47,7,1500,1500,27,1750,1500,3,15500,8,17724,5,4000,5,4000,A_1M_OK
CRD_DA547219871F4A868241,하솔,469631,1250,7,0,0,0,1,1000,1000,0,0,0,0,0,0,0,0,A_3M_FB
CRD_E10B1FAB841247CA967B,네리네,469634,1000,5,0,0,0,0,0,0,1,6900,1,6900,0,0,0,0,PSA_ONLY
